"offset","length","en","id"
"563421","62","Listen to me! I don't have long, I can feel the change coming.","Dengarkan aku! Saya tidak punya waktu lama, saya bisa merasakan perubahan datang."
"563484","12","Let's dance!","Ayo menari!"
"563497","40","For all I know, this is all their fault!","Sejauh yang saya tahu, ini semua salah mereka!"
"563538","93","Numbs the pain, but won't help serious wounds. Serious stuff. Feels pretty damn good, though.","Mematikan rasa sakit, tapi tidak akan menyembuhkan luka serius. Hal yang serius. Tapi rasanya cukup enak."
"563632","22","Make Incendiary Rounds","Buat Putaran Pembakar"
"563659","13","Hoarded Stuff","Barang yang Ditimbun"
"563673","12","There it is.","Itu dia."
"563686","23","Can I uh, can help you?","Bolehkah aku, uh, dapat membantumu?"
"563710","19","Quentin's in shock.","Quentin kaget."
"563730","11","Electricity","Listrik"
"563742","74","I'll have another name for you soon. Try to keep somebody alive till then.","Aku akan segera memberikan nama lain untukmu. Cobalah untuk menjaga seseorang tetap hidup sampai saat itu."
"563817","54","Y'know, it seems like you've been really tense lately.","Kau tahu, sepertinya akhir-akhir ini kau sangat tegang."
"563872","83","Hope people aren't accusing me of not pulling my own weight because of this injury.","Semoga orang-orang tidak menuduh saya tidak berusaha keras karena cedera ini."
"563956","88","Useful ITEMS that we've found or made. Gotta plan carefully while loading up a backpack.","ITEM berguna yang kami temukan atau buat. Harus merencanakan dengan hati-hati saat memuat ransel."
"564045","79","We got your cyclophophosphamide, Lily. I didn't see any of that metho-whatever.","Kami mendapatkan siklofosfamidmu, Lily. Saya tidak melihat satu pun dari metode itu-apa pun."
"564125","139","I just want to be able to get my damn paper without having a twenty minute conversation about Aunt Mabel and her bunion troubles, you know?","Aku hanya ingin bisa mendapatkan makalahku tanpa harus bercakap-cakap selama dua puluh menit tentang Bibi Mabel dan masalah bunionnya, kau tahu?"
"564265","16","Make 7.62mm Ammo","Buat Amunisi 7.62mm"
"564288","32","Eli? What? What happened to him?","Eli? Apa? Apa yang terjadi padanya?"
"564321","44","MEDICINE is needed for a chance at recovery.","OBAT diperlukan untuk mendapatkan kesempatan kesembuhan."
"564366","27","That's it. I'm out of here.","Itu saja. Aku keluar dari sini."
"564394","18","Here come da boom!","Ini dia booming!"
"564413","40","Even the best needs some help sometimes!","Bahkan yang terbaik pun terkadang membutuhkan bantuan!"
"564454","123","Dude, I've never seen anybody kill as many zeds as %2$s! It was freaking unreal! Totally worth all the ammo we used. - %1$s","Bung, aku belum pernah melihat orang yang membunuh zed sebanyak %1$s! Sungguh tidak nyata! Benar-benar sepadan dengan semua amunisi yang kami gunakan. - %1$s"
"564578","9","Vaccarini","Vaksinasi"
"564588","100","I don't think ""ambush"" is these guys' MO. More like ""run at you screaming and try to eat your face.""","Menurutku ""penyergapan"" bukanlah MO orang-orang ini. Lebih seperti ""berlari ke arahmu sambil berteriak dan mencoba memakan wajahmu."""
"564689","128","You've leveled up a Skill! Press [ul_journal_menu] to open your Journal and view your Skills and Abilities on the Survivor page.","Anda telah menaikkan level Keterampilan! Tekan [ul_journal_menu] untuk membuka Jurnal Anda dan melihat Keterampilan dan Kemampuan Anda di halaman Survivor."
"564818","16","That sounds bad.","Kedengarannya buruk."
"564835","8","Alvarado","Alvarado"
"564844","76","With results like this, don't expect to be out there for long. Highroad out.","Dengan hasil seperti ini, jangan harap bisa bertahan lama. Jalan raya keluar."
"564921","28","OPPORTUNITY: Train Outsiders","PELUANG: Latih Orang Luar"
"564950","48","I tell you about the zed I wasted the other day?","Saya bercerita tentang semangat yang saya buang beberapa hari yang lalu?"
"565007","20","BUILT: Training Area","DIBANGUN: Area Pelatihan"
"565033","34","I ... can't discuss this with you.","Aku... tidak bisa membicarakan hal ini denganmu."
"565068","76","When you're ready to contact Highroad for new orders, just give us the word.","Saat Anda siap menghubungi Highroad untuk pesanan baru, beri tahu kami saja."
"565145","15","Make Mild Stims","Lakukan Stimulasi Ringan"
"565161","30","%2$s knows what he did. - %1$s","%1$s tahu apa yang dia lakukan. - %1$s"
"565192","15","Problem solved.","Masalah terpecahkan."
"565208","102","You know what's sad? I'm already starting to forget what it felt like to be worried about normal shit.","Kamu tahu apa yang menyedihkan? Aku sudah mulai melupakan bagaimana rasanya mengkhawatirkan hal-hal normal."
"565311","30","Time to run this back to base.","Saatnya menjalankan ini kembali ke markas."
"565342","53","If you've got the means, get over there and help out!","Jika Anda punya sarana, pergilah ke sana dan bantu!"
"565396","186","Sergeant Eldridge got tired of waiting around for orders. It's like he's never been in the Army before. In any case, he gone now. Hope he doesn't do too much damage out there on his own.","Sersan Eldridge bosan menunggu perintah. Sepertinya dia belum pernah menjadi tentara sebelumnya. Bagaimanapun, dia sudah pergi sekarang. Semoga dia tidak melakukan terlalu banyak kerusakan di luar sana sendirian."
"565583","16","SET UP: Workshop","PENYIAPAN: Lokakarya"
"565600","12","Max. Stamina","Maks. Daya tahan"
"565613","8","Vehicles","Kendaraan"
"565627","101","Well, that was a total disaster. %1$s and the team got their butts kicked by that infestation. - %2$s","Ya, itu benar-benar bencana. %2$s dan tim mendapat pukulan telak karena serangan itu. - %2$s"
"565729","72","Automatically repair Body and Tire damage for vehicles parked overnight.","Memperbaiki kerusakan Bodi dan Ban secara otomatis pada kendaraan yang diparkir semalaman."
"565802","69","Dramatically decreases construction and upgrade times for facilities.","Mengurangi waktu konstruksi dan peningkatan fasilitas secara signifikan."
"565872","8","Curl Bar","Bilah Keriting"
"565881","23","Well, I should hope so.","Yah, aku harap begitu."
"565905","9","Potassium","Kalium"
"565915","120","I thought maybe you were going to turn this thing around. Start making a positive difference for the people of Danforth.","Saya pikir mungkin Anda akan membalikkan keadaan ini. Mulailah membuat perbedaan positif bagi masyarakat Danforth."
"566036","37","Why don't you tell us your situation?","Mengapa Anda tidak memberi tahu kami situasi Anda?"
"566079","11","Baling Wire","Kawat Baling"
"566091","25","Oh shit. Oh shit oh SHIT!","Oh sial. Oh sial oh sial!"
"566130","62","Yeah, they're coming! Looks like we got a few minutes, though.","Ya, mereka datang! Tapi sepertinya kita punya waktu beberapa menit."
"566193","19","Resolution 1280x720","Resolusi 1280x720"
"566213","94","PERSONAL SKILL. Man, that new solid-state drive I had on order is never gonna get here now....","KETERAMPILAN PRIBADI. Sobat, solid-state drive baru yang saya pesan tidak akan pernah sampai di sini sekarang...."
"566308","9","SMG: MP5K","SMG: MP5K"
"566318","10","It's done.","Sudah selesai."
"566329","36","Honorably discharged for a bum knee.","Diberhentikan dengan hormat karena cedera lutut."
"566366","16","Watch your left!","Perhatikan kirimu!"
"566383","67","How about somebody out there get off your lazy ass and lend a hand?","Bagaimana kalau seseorang di luar sana melepaskan diri dari kemalasanmu dan membantu?"
"566451","11","Duly noted.","Dicatat dengan sepatutnya."
"566463","76","A lot of people used to say he was crooked, but nobody ever proved anything.","Banyak orang bilang dia curang, tapi tak seorang pun pernah membuktikan apa pun."
"566545","93","Oh... was I not supposed to eat all that? Sorry, nobody showed me the ration schedule. - %1$s","Oh... bukankah seharusnya aku memakan semua itu? Maaf, tidak ada yang menunjukkan jadwal ransumnya. - %1$s"
"566639","33","Oh yeah, prepare to be impressed.","Oh ya, bersiaplah untuk terkesan."
"566673","91","At least the bullet didn't hit any vital organs. That accident could have been a lot worse.","Setidaknya pelurunya tidak mengenai organ vital apa pun. Kecelakaan itu bisa jadi jauh lebih buruk."
"566765","120","Numbs the pain, but won't help serious wounds. Typical over-the-counter stuff. Come on, everybody knows what aspirin is.","Mematikan rasa sakit, tapi tidak akan menyembuhkan luka serius. Barang-barang biasa yang dijual bebas. Ayolah, semua orang tahu apa itu aspirin."
"566892","55","You can meet with them and see if it's worth our while.","Anda dapat bertemu dengan mereka dan melihat apakah itu layak dilakukan."
"566948","101","Don't worry, I'll be back out there as soon as I can. Sucking chest wounds aren't gonna keep me down.","Jangan khawatir, saya akan kembali ke sana secepat mungkin. Menghisap luka di dada tidak akan membuatku putus asa."
"567050","60","Callsign Sasquatch. High speed, low drag. Loves freak hunts.","Tanda Panggilan Sasquatch. Kecepatan tinggi, hambatan rendah. Suka berburu orang aneh."
"567111","109","We're gonna need more construction materials soon, or this place is gonna start falling down around our ears.","Kita akan membutuhkan lebih banyak bahan konstruksi segera, atau tempat ini akan mulai diabaikan."
"567221","39","The zeds told me they didn't need this.","Zed mengatakan kepada saya bahwa mereka tidak membutuhkan ini."
"567261","90","ARMY GUNNERS. Gives you an artillery marker. Toss the item to call in an artillery strike.","PENEMBAK TENTARA. Memberi Anda penanda artileri. Lemparkan item tersebut untuk melakukan serangan artileri."
"567358","30","Woah shit shit shit shit shit!","Woah sial sial sial sial!"
"567389","187","The way I see it, this whole thing is just another bad time, and I just know my daddy and granddaddy are looking down at me right now, saying ""Raymundo, you've got to do the right thing.""","Menurutku, semua ini hanyalah masa-masa buruk, dan aku tahu ayah dan kakekku sedang memandang rendah ke arahku saat ini, sambil berkata, ""Raymundo, kamu harus melakukan hal yang benar."""
"567577","18","FRIENDLY SURVIVORS","SURVIVOR YANG RAMAH"
"567596","247","If you think this thing ""just happened,"" you're fooling yourself. Someone knows what caused this, someone is BEHIND this. Don't believe me? Then riddle me this: why did the Army start ferrying people in two days BEFORE the first confirmed attacks?","Jika Anda mengira hal ini ""baru saja terjadi"", Anda membodohi diri sendiri. Ada yang tahu apa penyebabnya, ada yang DI BALIK ini. Tidak percaya padaku? Lalu buatlah teka-teki bagi saya: mengapa Angkatan Darat mulai mengangkut orang dalam dua hari SEBELUM serangan pertama dikonfirmasi?"
"567844","70","DECLINE MISSION. Lily may still have a little something to say to you.","MISI PENURUNAN. Lily mungkin masih ingin mengatakan sesuatu padamu."
"567915","43","What's wrong, you get bored toward the end?","Ada apa, kamu bosan menjelang akhir?"
"567959","33","Uses fuel to provide electricity.","Menggunakan bahan bakar untuk menyediakan listrik."
"567993","151","Sergeant Eldridge's next target is a Bloater. We're looking for a zombie that's swollen with toxic gas ... and we have to take it down with a headshot.","Target Sersan Eldridge selanjutnya adalah Bloater. Kami sedang mencari zombie yang bengkak karena gas beracun... dan kami harus menjatuhkannya dengan headshot."
"568145","60","I'm just going to pretend I didn't see you violating curfew.","Aku hanya akan berpura-pura tidak melihatmu melanggar jam malam."
"568206","58","Doc Hanson ran into trouble. I wasn't able to help. - %1$s","Doc Hanson mengalami masalah. Saya tidak dapat membantu. - %1$s"
"568265","50","Good thing I'm almost home, this is getting heavy.","Untung aku hampir sampai di rumah, ini semakin berat."
"568322","114","%1$s has lost track of the Feral. We missed a chance to bring down the zombie population and delay the next siege.","%1$s kehilangan jejak Feral. Kami melewatkan kesempatan untuk menurunkan populasi zombie dan menunda pengepungan berikutnya."
"568437","34","Your map should have the location.","Peta Anda harus memiliki lokasinya."
"568472","46","Yeah, shoulda known that was feelin' too easy.","Ya, seharusnya aku tahu itu terasa terlalu mudah."
"568519","159","I don't know. Maybe it's some kind of messed up super-virus. Maybe it's radiation from outer space, or black magic or... or the Wrath of almighty frickin' God.","Aku tidak tahu. Mungkin itu semacam virus super yang kacau. Mungkin itu radiasi dari luar angkasa, atau ilmu hitam atau... atau Murka Tuhan Yang Mahakuasa."
"568679","8","Medicine","Kedokteran"
"568688","8","Bite me.","Gigit aku."
"568702","73","We're extracting a lot of scientists. Isn't anyone else trying to escape?","Kami mengekstraksi banyak ilmuwan. Apakah tidak ada orang lain yang mencoba melarikan diri?"
"568780","17","See you in a sec.","Sampai jumpa sebentar lagi."
"568798","25","I guess R&R is over, huh?","Saya kira R&R sudah selesai, ya?"
"568832","105","Well, I guess we can stop worrying about philosophical differences about how to run the community. - %1$s","Saya kira kita bisa berhenti mengkhawatirkan perbedaan filosofi tentang cara menjalankan komunitas. - %1$s"
