"offset","length","text"
"693391","86","A freaking foot, that's what! Yeah. Somebody dumped a body right behind my restaurant."
"693478","16","Repair RV Engine"
"693495","25","You lost too many assets."
"693521","31","The walls aren't stopping them!"
"693553","10","SMG: MP7A1"
"693564","90","Lay IFF mines that will blow up the zombies, but deactivate in the presence of friendlies."
"693655","38","You ever see a head explode like that?"
"693694","30","I'll look and see what we got."
"693725","67","I'm whipped. Need to catch my breath before I can do anything else."
"693801","38","Maybe we should go the other way, huh?"
"693840","9","Find Carl"
"693850","25","Let's have a look around."
"693876","43","You boys didn't have a bullet to your name."
"693920","150","You know, when they open on some innocuous scene of a guy jogging in the park or a couple arguing about directions and suddenly they find a dead body?"
"694071","86","Greyhound One, this is Black Friday. I'm having trouble raising Doghouse on the radio."
"694158","37","Well, that was pretty awesome. - %1$s"
"694196","12","Wall Repairs"
"694209","27","Is Alan out there with you?"
"694237","27","Supply Lines: Nothing Found"
"694265","28","Outpost - PMC Reinforcements"
"694294","137","It's not rocket science: you want to improve your Revolver Specialization, you've got to dust off the old six-shooter and kill some zeds."
"694432","40","You think anybody else up here survived?"
"694473","14","Retrieve Intel"
"694494","24","Grows soybeans and corn."
"694519","94","Just need a little fuel and some generators, and I'm your new best friend. (Handy with tools.)"
"694621","88","We just received a request for assistance on a supply run. Transmitting coordinates now."
"694710","157","I follow a rigorous daily routine that keeps my body in prime condition, and makes it easier to adapt to new threats. (Advanced Cardio, Faster Combat Skills)"
"694868","45","Uses the .50 AE pistol round, a show stopper."
"694914","17","What else is new?"
"694932","96","I got something you might want to see here. Meet me as soon as you can, I could use some backup."
"695029","19","HOME: Fight at Home"
"695053","21","Setting up traps ftw."
"695075","18","HOME: Loss of Hope"
"695094","130","We're pretty sure that isn't his real name. But we're afraid to say anything. You never know when he might be standing behind you."
"695225","32","Can call in drone recon support."
"695258","129","Best part, though? No piece of shit local cops showing up blabbing about ""drunk and disorderly"" and ""restraining order"" bullshit."
"695388","14","9mm Ammunition"
"695403","70","Yeah, no, I'm fine. Least I will be when my hands stop shaking. - %1$s"
"695474","16","Glad to hear it."
"695491","67","So what now? Head back to the station, or go check the lake cabins?"
"695559","47","Doc, I'm a fuckin' wreck out here. Can ya help?"
"695607","43","Hard hitting SMG, meant to replace the MP5."
"695658","38","Better'n biscuits on a Sunday morning."
"695697","47","Special counter that lets you bodyslam enemies."
"695745","24","And now I'm out of food."
"695770","50","We don't have the materials to fortify that place."
"695821","30","Scratch this one off the list."
"695852","98","Provided you're willing to obey the law and contribute to society, you're welcome to join us here."
"695951","43","I see something. Looks like an infestation."
"695995","103","We've got some doctors here at base who had to abandon their samples and equipment when they evacuated."
"696099","16","Found some ammo."
"696116","70","She was dead the moment the outbreak started, wasn't she? We all were."
"696195","55","The standard in most U.S. military branches since 1985."
"696251","21","HOME: Recovery Failed"
"696273","27","Let's get out while we can."
"696301","18","Studied Kickboxing"
"696320","23","Juggernaut Exterminated"
"696344","55","I'm gonna see if I can get a high-level view of things."
"696400","16","That's a relief."
"696417","21","Weapon Specialization"
"696446","19","RECOVER: Belongings"
"696473","62","We already didn't have enough food to go around, and now this?"
"696536","14","Fix Up Library"
"696551","14","Shit, I'm dry!"
"696566","14","Pirate Cutlass"
"696581","16","Community Has %s"
"696598","68","Listen, I understand where you're coming from. We've all lost a lot."
"696667","32","Fellow survivors, there is hope."
"696700","72","The supply run will complete on its own. Or you could provide an escort."
"696780","91","The zeds may have the numbers, but as long as we keep rebuilding, we got a fighting chance."
"696872","25","1 GENERIC Wendell Higgins"
"696898","15","Just like that."
"696914","11","Solid copy."
"696926","8","Norville"
"696935","23","Tell Quentin... or not."
"696959","8","Horn, MD"
"696968","46","Hey! Hello? Can you hear me? Report in, we can"
"697017","29","t lose you! Please come back "
"697049","7"," [sigh]"
"697057","100","It's a good thing I was here, but we need to deal with %1$s. Next time I might not be around. - %3$s"
"697158","8","Training"
"697167","15","Has Seen Things"
"697183","140","As a reminder to all citizens of Marshall, until the current crisis is over, possession of firearms by civilians has been declared unlawful."
"697324","62","Sir, you may want to hear this. I picked it up over the radio."
"697387","28","Help destroy a feral zombie?"
"697416","9","Camp Site"
"697426","122","Well, that's just about it for your physical. Now, has there been any reduction in the burning sensation when you urinate?"
"697549","55","+10 Food, Ammo, Medicine, Fuel, and Materials capacity."
"697605","64","I ain't your personal bodyguard. Tend to your own shit for once."
"697670","14","Nuts and Bolts"
"697685","27","Wrong Kill Type - Aborting!"
"697713","39","Woah. There might be some people there."
"697753","32","DELAY. I need a moment to think!"
"697786","30","We're getting low on medicine."
"697817","56","DECLINE MISSION. Quentin probably won't appreciate that."
"697874","125","Word on the wireless is %1$s made it home with those supplies. Seemed kinda miffed about not getting any help, though. - %2$s"
"698000","30","Bastards never stood a chance!"
"698039","72","We could've used shooting like that back when...well, before I got here."
"698112","79","We gotta start loading up on gas, or these cars aren't going to be worth squat."
"698192","94","There's a reason we're seeing so many hordes out there. Seems like half the valley's infested."
"698294","17","Weapons Delivered"
"698312","97","But it's been hours since I had a new caller, and as far as I know, I'm talking to an empty town."
"698410","96","This list of assets won't go on forever. You keep losing people, and we'll have to pull you out."
"698507","46","What are you waiting for? You. Me. Truck. Now."
"698554","14","Problem Solver"
"698569","25","The perimeter's breached!"
"698595","43","It wasn't easy, but I managed to find this."
"698639","130","Well, then we need to get people out there looking for more building materials. Lumber, nails, tools, you know, that kind of shit."
"698770","30","A survivor came bearing gifts."
"698801","11","%s Unlocked"
"698813","13","What's wrong?"
"698827","40","Running sucks. (Improves cardio slowly.)"
"698868","140","Support local business my ass, once you can order a toilet that's a replica of Henry VIII's throne at two in the morning, you don't go back."
"699009","19","Shit, no more ammo!"
"699029","89","We fended off yet another zombie horde. It's really starting to wear on everyone. - %1$s."
"699119","97","Fuck. People always crying about how awful the army is ... 'til you need us for something, right?"
"699217","64","Light indirect fire over a broad area that sets zombies on fire."
"699282","10","Restaurant"
"699298","190","Comes across as a quiet, patient, introspective sort. He's a long-time veteran of the force, and the department frequently partnered him up with rookies, trusting him to show them the ropes."
"699489","20","Found some medicine."
"699510","35","Will look around for any survivors."
"699553","16","Neutral Observer"
"699570","21","Oh God oh God oh God!"
"699592","12","Need More %s"
"699605","24","It's...not a good thing."
"699630","42","Help Kilo bring in a big haul of supplies."
"699673","13","Repair engine"
"699687","40","Survived 2 minutes within a Danger Zone."
"699728","8","Schupman"
"699744","95","Who knows? Maybe he's right. Maybe Horn was a crackpot. But I want to bring him in to find out."
"699840","114","I think we'll call it a day there. The rest of those infestations can wait a while. I appreciate the help, though."
"699955","56","Don't take this the wrong way, but you seem a bit fried."
"700012","22","Graphics - Medium Spec"
"700035","254","Vienna Cho is planning to use our comms to track down more civilian refugees. For now, I won't stand in her way. If there are people we can rescue, I do want to know about it. But I can't say I'm totally comfortable with a civilian sitting in that chair."
